Unnamed: 0,id,name,unit_name,nutrient_nbr,rank,Category
452,2041,Tocopherols and tocotrienols,MG,323.99,7900.0,Vitamins
453,2042,Amino acids,G,500.0,16250.0,AminoAcids
454,2043,Minerals,MG,300.0,5200.0,Minerals
455,2044,Lipids,950,9600.0,Lipids,Lipids
456,2045,Proximates,G,951.0,50.0,Proximates
457,2046,Vitamins B,G,952.0,6250.0,Vitamins
458,2055,Tocopherols,MG,,7901.0,Vitamins
459,2054,Tocotrienols,MG,,7902.0,Vitamins
460,2053,Stigmastadiene,MG,,15801.0,Lipids
461,2052,Delta-7-Stigmastenol,MG,,16226.0,Lipids
462,2049,Daidzin,MG,717.0,19310.0,Phytochemicals
463,2050,Genistin,MG,718.0,19320.0,Phytochemicals
464,2051,Glycitin,MG,719.0,19330.0,Phytochemicals
465,2057,Ergothioneine,MG,,16255.0,Phytochemicals
466,2058,Beta-glucan,G,,1327.0,Carbohydrates
467,2059,Vitamin D4,UG,,8730.0,Vitamins
468,2060,Ergosta-7-enol,MG,,16210.0,Lipids
469,2061,Ergosta-7,MG,,16211.0,Lipids
470,2062,Ergosta-5,MG,,16211.0,Lipids
471,2063,Verbascose,G,,2450.0,Carbohydrates
472,2064,Oligosaccharides,MG,,2250.0,Carbohydrates
473,2065,Low Molecular Weight Dietary Fiber (LMWDF),G,293.4,1306,DietaryFiber
